title,price,price_per_unit,size,living_area,commercial_type,size_unit,address,land_type,house_type,property_legal_document,property_status,rooms,toilets,furnishing_sell,direction,balconydirection,floornumber,floors,block,pty_characteristics,width,length,apartment_feature
Em nhiều việc không bán được và không quản lý được cần sang nhượng lại,3 triệu,6.000 đ/m²,500 m²,,Mặt bằng kinh doanh,,"Ngã Tư Lạc Long Quân Âu Cơ, Phường 5, Quận 11, Tp Hồ Chí Minh",,,Giấy tờ khác,,,,,,,,,,,,,
"Bán shophouse Green Town Bình Tân vừa ở vừa KD, 68m2/2PN, giá 3.4 tỷ","3,4 tỷ",50 triệu/m²,68 m²,,Shophouse,,"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",,,Giấy tờ khác,,,,Hoàn thiện cơ bản,,,,,,,,,
✨ BÁN NHÀ MẶT TIỀN KINH DOANH SPA – THU NHẬP 15TR/THÁNG ✨,6 tỷ,"116,05 triệu/m²",51.7 m²,,Mặt bằng kinh doanh,,"Đường Số 14, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đã có sổ,,,,,Tây Bắc,,,,,,,,
"MẶT TIỀN XTT 9 - XÃ BÀ ĐIỂM - TP. HCM Diện tích 10m x 50m, xây full",18 tỷ,36 triệu/m²,500 m²,,Mặt bằng kinh doanh,,"Đường Xuân Thới Thượng 9, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
"KHO, SHOWROOM 4500M2 QL14- BUÔN MA THUỘT THUÊ 50TR/TH HOẶC BÁN 26 TỶ","25,99 tỷ","5,78 triệu/m²",4500 m²,,Mặt bằng kinh doanh,,"38, Đường Quốc lộ 14, Xã Hòa Khánh, Thành phố Buôn Ma Thuột, Đắk Lắk",,,Đã có sổ,,,,Hoàn thiện cơ bản,Bắc,,,,,,,,
Chỉ 26 tỷ có mặt phố Vạn Phúc 3 tầng mặt tiền 4.5m,26 tỷ,400 triệu/m²,65 m²,,Mặt bằng kinh doanh,,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",,,Đã có sổ,,,,,,,,,,,,,
"Bán gấp xưởng 400m2, đường xe tải, ngã 3 Hồng Châu xã Tân Hiệp Hóc Môn","9,9 tỷ","24,75 triệu/m²",400 m²,,Mặt bằng kinh doanh,,"Đường Tân Hiệp 13, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Bán Nhà 10x20 Mặt Tiền Đường Phước Thiện Ngay Vinhomes Quận 9 Tp Hcm,31 tỷ,155 triệu/m²,200 m²,,Mặt bằng kinh doanh,,"Đường Phước Thiện, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Cần bán đất xưởng SKC 15.000m² tại An Điền Bến Cát Bình Dương,110 tỷ,"7,33 triệu/m²",15000 m²,,Mặt bằng kinh doanh,,"-, Xã An Điền, Thị xã Bến Cát, Bình Dương",,,Đã có sổ,,,,,,,,,,,,,
CẦN BÁN KHU XƯỞNG Tân Uyên Bình Dương TPHCM,40 tỷ,"6,58 triệu/m²",6075 m²,,Mặt bằng kinh doanh,,"Số 8, Phường Khánh Bình, Thị xã Tân Uyên, Bình Dương",,,Đã có sổ,,,,Nội thất cao cấp,Đông Nam,,,,,,,,
MẶT TIỀN ĐƯỜNG KÝ CON Q1,52 tỷ,"597,70 triệu/m²",87 m²,,Văn phòng,,"Đường Ký Con, Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất cao cấp,Đông Bắc,,,,,,,,
"Cực hiếm mặt phố, mặt chợ Đông Tác 41m, tầng1, mặt tiền 2.7m, 3 tỷ.",3 tỷ,"73,17 triệu/m²",41 m²,,Mặt bằng kinh doanh,,"Mặt phố Đông Tác, Phường Trung Tự, Quận Đống Đa, Hà Nội",,,Đang chờ sổ,,,,,,,,,,,,,
Bán nhà mặt phố Vip quận Ba Đình - 98m x 6 tầng - Kinh doanh đỉnh !,65 tỷ,"663,27 triệu/m²",98 m²,,Văn phòng,,"Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",,,Đã có sổ,,,,Hoàn thiện cơ bản,,,,,,,,,
"Toà văn phòng,kết hợp ở. Có thang may, ô tô tránh thoải mái.","14,8 tỷ","234,92 triệu/m²",63 m²,,Mặt bằng kinh doanh,,"Ngõ 48 Nam Yên Lũng, Xã An Khánh, Huyện Hoài Đức, Hà Nội",,,Đã có sổ,,,,Hoàn thiện cơ bản,,,,,,,,,
"Bán mặt tiền 3 tầng, 4x16M, Bành Văn, Tân Bình","16,45 tỷ","257,03 triệu/m²",64 m²,,Mặt bằng kinh doanh,,"Đường Bành Văn Trân, Phường 7, Quận Tân Bình, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
"Mặt tiền 5x25M Liên Khu 4-5, BHHB, Bình Tân.","5,8 tỷ","46,40 triệu/m²",125 m²,,Mặt bằng kinh doanh,,"Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
"Mặt tiền KD 4.6x25M, Bình Long, Tân Phú","16,65 tỷ","144,78 triệu/m²",115 m²,,Mặt bằng kinh doanh,,"Đường Bình Long, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
"Nhà 2 tầng, 4.4x30M, Hẻm 8M thông Liên Khu 56, Bình Tân.","6,1 tỷ","46,21 triệu/m²",132 m²,,Mặt bằng kinh doanh,,"Đường Liên khu 5-6, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Hàng ngộp bán gấp shophouse nhà phố TM Eco Xuân giá 10.8 tỷ.6x25 1T 2L,"10,8 tỷ",72 triệu/m²,150 m²,,Shophouse,,"Quốc Lộ 13, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",,,Đã có sổ,,,,,,,,,,,,,
SANG NHƯỢNG QUÁN ĂN 100m2 - Nguyễn Duy Trinh ( Quận2 cũ ),28 triệu,250.000 đ/m²,112 m²,,Mặt bằng kinh doanh,,"Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Giấy tờ khác,,,,,,,,,,,,,
"GẤP BÁN KHO NHÀ XƯỞNG, MẶT TIỀN ĐƯỜNG CONTAINER, LẤP VÒ ĐỒNG THÁP","17,99 tỷ","7,61 triệu/m²",2363 m²,,Mặt bằng kinh doanh,,"Đường ĐT. 852, Xã Long Hưng B, Huyện Lấp Vò, Đồng Tháp",,,Đã có sổ,,,,Nội thất cao cấp,,,,,,,,,
"CC BÁN LÔ ĐẤT 780,2M CÓ SẴN XƯỞNG CHO THUÊ 25TR/THÁNG 2MẶT TIỀN","14,823 tỷ",19 triệu/m²,780.2 m²,,Mặt bằng kinh doanh,,"Trục Chính Thôn Thắng Đầu Xã Phú Cát Mới, Xã Phú Cát, Huyện Quốc Oai, Hà Nội",,,Đã có sổ,,,,,Tây Bắc,,,,,,,,
"🔥🔥 HOT HOT👉MẶT TIỀN RỘNG SIÊU KINH DOANH QUÁN CAFE, SHOP, SPA, NAIL….","6,68 tỷ","57,59 triệu/m²",116 m²,,Mặt bằng kinh doanh,,"mặt tiền Nguyễn công Trứ thành phố buôn ma Thuột, Mặt tiền Nguyễn công Trứ, Phường Tân Tiến, Thành phố Buôn Ma Thuột, Đắk Lắk",,,Đã có sổ,,,,Hoàn thiện cơ bản,Nam,,,,,,,,
BÁN TÒA CĂN HỘ 15 PHÒNG DÒNG TIỀN CAO🎁,14 tỷ,"155,56 triệu/m²",90 m²,,Mặt bằng kinh doanh,,"Trường thi 4, Phường Nam Dương, Quận Hải Châu, Đà Nẵng",,,Đã có sổ,,,,Nội thất đầy đủ,,,,,,,,,
BÁN LÔ 380M2 ĐẶNG THÁI THÂN,14 tỷ,"36,84 triệu/m²",380 m²,,Mặt bằng kinh doanh,,"Đường Đặng Thái Thân, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",,,Đã có sổ,,,,Hoàn thiện cơ bản,,,1,,,,,,
BÁN TÒA BOUTIQUE HOTEL 27 PHÒNG GẦN BIỂN,45 tỷ,150 triệu/m²,300 m²,,Mặt bằng kinh doanh,,"Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",,,Đã có sổ,,,,Nội thất đầy đủ,,,6,,,,,,
Bán 2 bất động sản dòng tiền ngay trung tâm phố chợ Phú Khương,"11,736 tỷ",60 triệu/m²,195.6 m²,,Mặt bằng kinh doanh,,"Đường Đồng Khởi, Phường Phú Khương, Thành phố Bến Tre, Bến Tre",,,Đã có sổ,,,,,Nam,,,,,,,,
Mặt bằng kinh doanh đường Cầm Bá Thước,550 triệu,55 triệu/m²,10 m²,,Mặt bằng kinh doanh,,"Đường Cầm Bá Thước, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",,,Giấy tờ khác,,,,,,,,,,,,,
"Bán Dãy Trọ 12 Phòng Tại KDC Bửu Long, Biên Hoà 🆘","7,4 tỷ","46,25 triệu/m²",160 m²,,Mặt bằng kinh doanh,,"Đường N7, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",,,Đã có sổ,,,,,,,,,,,,,
"🏭 BÁN NHÀ XƯỞNG MẶT TIỀN LÊ VĂN KHƯƠNG , 590m2 vị trí siêu vip 🏭","48,5 tỷ","82,20 triệu/m²",590 m²,,Mặt bằng kinh doanh,,"Đường Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất đầy đủ,,,,,,,,,
Bán mặt tiền kinh doanh Phạm Văn Đồng - Nguyễn Xí giá rẻ,"7,5 tỷ","326,09 triệu/m²",23 m²,,Mặt bằng kinh doanh,,"Đường Phạm Văn Đồng, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Bán Shophouse Sở Hữu Lâu Dài DT 125 M2 -4 Tỷ,4 tỷ,32 triệu/m²,125 m²,,Shophouse,,"Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",,,Giấy tờ khác,,,,,,,,,,,,,
"CHUYỂN NHƯỢNG 8000M2 XƯỞNG KCN BẾN LỨC, LONG AN PCCC NGHIỆM THU",65 tỷ,"8,12 triệu/m²",8000 m²,,Mặt bằng kinh doanh,,"Đường ĐT. 830, Xã An Thạnh, Huyện Bến Lức, Long An",,,Đã có sổ,,,,,,,,,,,,,
Bán căn shop sẵn dòng tiền,"2,8 tỷ","48,95 triệu/m²",57.2 m²,,Shophouse,,"Đường Trung Lập 7, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",,,Đã có sổ,,,,Hoàn thiện cơ bản,Đông Bắc,,1,,Ct01,,,,
"BÁN XƯỞNG 13.260M2 KCN TÂN ĐỨC, ĐỨC HÒA, LONG AN PCCC NGHIỆM THU",80 tỷ,"6,03 triệu/m²",13260 m²,,Mặt bằng kinh doanh,,"Đường tỉnh 825, Xã Đức Hòa Hạ, Huyện Đức Hòa, Long An",,,Đã có sổ,,,,,,,,,,,,,
"Bán shophouse GÓC tại Mizuki Park, 8.6 tỷ, mặt tiền thương mại","8,6 tỷ","81,13 triệu/m²",106 m²,,Shophouse,,"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",,,Đã có sổ,,,,Hoàn thiện cơ bản,Tây,,,,,,,,
Bán khách sạn vị trí trung tâm kinh doanh đắt địa sầm uất tại Đà Lạt,250 tỷ,"596,66 triệu/m²",419 m²,,Mặt bằng kinh doanh,,"Đường Hai Bà Trưng, Phường 6, Thành phố Đà Lạt, Lâm Đồng",,,Đã có sổ,,,,Nội thất đầy đủ,,,,,,,,,
"Nhà cấp 4, mặt tiền đường HT06, 5.5x25m giá 6.5 tỷ","6,5 tỷ","47,45 triệu/m²",137 m²,,Mặt bằng kinh doanh,,"Đường Hiệp Thành 6, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Cần bán nhà xưởng mt Ql 1a cái bè Tiền Giang,16 tỷ,"8,89 triệu/m²",1800 m²,,Mặt bằng kinh doanh,,"Đường Quốc lộ 1, Xã Mỹ Đức Đông, Huyện Cái Bè, Tiền Giang",,,Đã có sổ,,,,,,,,,,,,,
Cần bán xưởng tỉnh lộ 8 tân qui Củ Chi dt 8000m,105 tỷ,"13,12 triệu/m²",8000 m²,,Mặt bằng kinh doanh,,"Đường Tỉnh lộ 8, Xã Trung An, Huyện Củ Chi, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Bán xường KCN đức hòa Long An dt 7100m,52 tỷ,"7,32 triệu/m²",7100 m²,,Mặt bằng kinh doanh,,"Đường Đường số 1, Xã Đức Hòa Đông, Huyện Đức Hòa, Long An",,,Đã có sổ,,,,,,,,,,,,,
Cần bán nhà xưởng kcn Hóc Môn dt 14500m,115 tỷ,"8,21 triệu/m²",14000 m²,,Mặt bằng kinh doanh,,"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Bán xường dầu tiếng Bình Dương dt . 11408m,65 tỷ,"5,70 triệu/m²",11408 m²,,Mặt bằng kinh doanh,,"undefined, Xã An Lập, Huyện Dầu Tiếng, Bình Dương",,,Giấy tờ khác,,,,,,,,,,,,,
Vần bán nhà xưởng kcn  tân kim cần giuộc Long An,68 tỷ,"8,50 triệu/m²",8000 m²,,Mặt bằng kinh doanh,,"Số 2 , Xã Long An, Huyện Cần Giuộc, Long An",,,Đã có sổ,,,,,,,,,,,,,
cần bán xường kcn đức hòa 3  Long An 2.2 ha,185 tỷ,"8,41 triệu/m²",22000 m²,,Mặt bằng kinh doanh,,"D1, Xã Mỹ Hạnh Bắc, Huyện Đức Hòa, Long An",,,Đã có sổ,,,,,,,,,,,,,
Cần bán nhà xưởng mt bỏ văn bích dt 9067.6m giá 75 tỷ,75 tỷ,"8,28 triệu/m²",9060 m²,,Mặt bằng kinh doanh,,"Đường Võ Văn Bích, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Cần bán xường KCN Tân Phú trung Củ Chi dt 18485m,165 tỷ,"8,93 triệu/m²",18485 m²,,Mặt bằng kinh doanh,,"D4, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Bán xưởng mt 827 châu thành long an giá 58 tỷ,58 tỷ,"5,04 triệu/m²",11500 m²,,Mặt bằng kinh doanh,,"827, Xã An Lục Long, Huyện Châu Thành, Long An",,,Đã có sổ,,,,,,,,,,,,,
Bán nhà xưởng đức lập Long An dt 6800m,68 tỷ,10 triệu/m²,6800 m²,,Mặt bằng kinh doanh,,"N2, Xã Tân Mỹ, Huyện Đức Hòa, Long An",,,Đã có sổ,,,,,,,,,,,,,
Cần bán xưởng kcn hải sơn 14000m,110 tỷ,"7,88 triệu/m²",13966 m²,,Mặt bằng kinh doanh,,"undefined, Xã Đức Hòa Hạ, Huyện Đức Hòa, Long An",,,Giấy tờ khác,,,,,,,,,,,,,
Bán nhà xưởng kcn bình minh Vĩnh Long dt 15543m,75 tỷ,"4,82 triệu/m²",15573 m²,,Mặt bằng kinh doanh,,"Ql 1a , Phường Cái Vồn, Thị xã Bình Minh, Vĩnh Long",,,Đã có sổ,,,,,,,,,,,,,
Ha 500tr. Bán Kho Xưởng 8*18m Đường xe tải 2/ Kênh Trung Ương Vĩnh Lộc,2 tỷ,"13,89 triệu/m²",144 m²,,Mặt bằng kinh doanh,,"Kênh Trung Ương, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh",,,Giấy tờ khác,,,,,,,,,,,,,
"Siêu toà 7 tầng lô góc,kinh doanh Văn Quán - Yên Xá, giá đầu tư","8,3 tỷ","39,15 triệu/m²",212 m²,,Officetel,,"Phố Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",,,Đã có sổ,,,,,,,,,,,,,
Nhỉnh 55 tỷ có biệt thự Xa La 4 tầng 1 hầm đẳng cấp thượng lưu,"55,555 tỷ","246,91 triệu/m²",225 m²,,Văn phòng,,"Phố Hạnh Hoa, Phường Phúc La, Quận Hà Đông, Hà Nội",,,Đã có sổ,,,,,,,,,,,,,
bán nhà MTKD Thạch Lam 1 lầu 3.5x19m nở hậu 3.8m giá 8.9 tỷ TL,"8,9 tỷ","111,25 triệu/m²",80 m²,,Mặt bằng kinh doanh,,"Đường Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất đầy đủ,Bắc,,,,,,,,
BÁN KHO XƯỞNG TRONG KCN ĐỨC HOÀ 3,"25,5 tỷ","8,50 triệu/m²",3000 m²,,Mặt bằng kinh doanh,,"36, Xã Đức Hòa Hạ, Huyện Đức Hòa, Long An",,,Đã có sổ,,,,Nội thất đầy đủ,Tây Nam,,,,,,,,
Bán Gấp Nhà Xưởng Gần Quốc Lộ 22 Đường Xe Contener 24/24,"14,3 tỷ","32,65 triệu/m²",438 m²,,Mặt bằng kinh doanh,,"Đường Quốc lộ 22, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
mặt phố đường láng ngay chân cầu vượt,"68,6 tỷ","635,19 triệu/m²",108 m²,,Mặt bằng kinh doanh,,"Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",,,Đã có sổ,,,,,,,,,,,,,
🎯 MT LÊ THỊ NGAY_ 12×55 [621m2] _ Giá 19.5 ty TL,"19,5 tỷ","31,40 triệu/m²",621 m²,,Mặt bằng kinh doanh,,"Đường Lê Thị Ngay, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh",,,Đang chờ sổ,,,,,,,,,,,,,
"BÁN XƯỞNG NHỊ BÌNH - DT 1000m - 16,5 tỷ","16,5 tỷ","16,50 triệu/m²",1000 m²,,Mặt bằng kinh doanh,,"Đường Nhị Bình 15, Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh",,,Đã có sổ,,,,Hoàn thiện cơ bản,Nam,,,,,,,,
bán nhà và đất 2 mặt tiền Lâm Quang Ky và Nguyễn Thị Minh Khai,37 tỷ,"23,15 triệu/m²",1598 m²,,Mặt bằng kinh doanh,,"Đường Lâm Quang Ky, Phường An Hòa, Thành phố Rạch Giá, Kiên Giang",,,Đã có sổ,,,,,,,,,,,,,
Mặt bằng kinh doanh 136m2 Phan Văn Trị Gò Vấp,300 triệu,"2,21 triệu/m²",136 m²,,Mặt bằng kinh doanh,,"527/1B Phan Văn Trị, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",,,Giấy tờ khác,,,,,,,,,,,,,
Mặt tiền Bình Hưng Hòa A 370m2 khu dân cư Vĩnh Lộc,"10,5 tỷ","28,38 triệu/m²",370 m²,,Mặt bằng kinh doanh,,", Đường số 1, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",,,Đang chờ sổ,,,,,Đông Nam,,,,,,,,
☘️Cần Bán Nhà Xưởng Trung Tâm Phường Trảng Dài - Đồng Nai☘️,8 tỷ,"15,47 triệu/m²",517 m²,,Mặt bằng kinh doanh,,"Đường số 768, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",,,Đã có sổ,,,,,,,,,,,,,
"SHOPHOUSE KHỐI ĐẾ VEN SÔNG HÀN–LINH HOẠT KINH DOANH, SINH LỜI BỀN VỮNG","9,8 tỷ","78,40 triệu/m²",125 m²,,Shophouse,,"Đường Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",,,Đã có sổ,,,,Hoàn thiện cơ bản,Đông Nam,,,,,,,,
"SHOPHOUSE KHỐI ĐẾ SÔNG HÀN–LINH HOẠT KINH DOANH, SINH LỜI BỀN VỮNG","9,8 tỷ",98 triệu/m²,100 m²,,Shophouse,,"Đường Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",,,Đã có sổ,,,,Nội thất đầy đủ,Đông Nam,,,,,,,,
🏡 NHỈNH 5Đ -NHÀ MẶT TIỀN KHU BẮC HẢI Q10 - 80M2 SD - 4 TẦNG - HĐT CAO,5 tỷ,"238,10 triệu/m²",21 m²,,Mặt bằng kinh doanh,,"Đường Bạch Mã, Phường 15, Quận 10, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Nhà mặt tiền đẹp bán,"4,75 tỷ","47,50 triệu/m²",100 m²,,Mặt bằng kinh doanh,,"Đường Xuân Thới Sơn 20C, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất cao cấp,,,,,,,,,
Xưởng đẹp mặt tiền thông,"6,45 tỷ","32,25 triệu/m²",200 m²,,Mặt bằng kinh doanh,,"Đường Xuân Thới Thượng, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất đầy đủ,,,,,,,,,
SHOPHOUSE LÕI TÀI CHÍNH THỦ THIÊM – MT TRẦN BẠCH ĐẰNG – 213M² – 97 TỶ,97 tỷ,"1,07 tỷ/m²",91 m²,,Shophouse,,"Đường Trần Bạch Đằng, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đang chờ sổ,,,,Bàn giao thô,,,,,,,,,
Q12 - NHÀ XƯỞNG 1700M2 ĐANG CHO THUÊ 2TỶ/NĂM – QUỐC LỘ 1A - 56 TỶ,56 tỷ,"32,94 triệu/m²",1700 m²,,Mặt bằng kinh doanh,,"Đường Võ Thị Thừa, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất đầy đủ,,,,,,,,,
QUẬN 3 – MẶT TIỀN KINH DOANH – THU NHẬP 2.4 TỶ/NĂM – GIÁ 78 TỶ TL,78 tỷ,"857,14 triệu/m²",91 m²,,Văn phòng,,"Đường Ngô Thời Nhiệm, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất đầy đủ,,,,,,,,,
Bán Kho MT Đường Đào Trí Hơn 1000m2 Giá Chỉ 55 Tỷ.,55 tỷ,"62,01 triệu/m²",887 m²,,Mặt bằng kinh doanh,,"Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",,,Đã có sổ,,,,Hoàn thiện cơ bản,Đông,,,,,,,,
"Cần bán nhà cấp 4 lô góc 65m2 đấu giá Phú Lương, chỉ 13 tỷ",13 tỷ,200 triệu/m²,65 m²,,Mặt bằng kinh doanh,,"Đường Nguyễn Trực, Phường Phú Lương, Quận Hà Đông, Hà Nội",,,Đã có sổ,,,,,,,,,,,,,
MT CỰC LỚN NGUYỄN TRÃI - QUẬN 1 – VỊ TRÍ HIẾM CÓ – THU NHẬP KHỦNG,570 tỷ,"669,80 triệu/m²",851 m²,,Mặt bằng kinh doanh,,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
CHÍNH CHỦ Cần Sang Quán Cơm Văn Phòng,7 triệu,140.000 đ/m²,50 m²,,Mặt bằng kinh doanh,,"Đường Trương Hoàng Thanh, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",,,Giấy tờ khác,,,,,,,,,,,,,
Bán Đất 27.727m. Khu Công Nghiệp Trảng Bàng . Tây Ninh,70 tỷ,"2,52 triệu/m²",27727 m²,,Mặt bằng kinh doanh,,"Khu Công Nghiệp Thành Thành Công, Thị trấn Trảng Bàng, Huyện Trảng Bàng, Tây Ninh",,,Đã có sổ,,,,,,,,,,,,,
"Shophouse khối đế Peninsula –2 mặt tiền, sở hữu lâu dài, từ 79tr/m²","18,28 tỷ",92 triệu/m²,198.7 m²,,Shophouse,,"Đường Lê Văn Duyệt, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",,,Giấy tờ khác,,,,Bàn giao thô,,,1,,P2,,,,
BÁN SHOPHOUSE THUẬN TIỆN KINH DOANH 1 TRỆT-1 LẦU KHU RUBY CELADON CITY,"6,7 tỷ","64,42 triệu/m²",104 m²,,Shophouse,,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,Đang chờ sổ,,,,,,,,,,,,,
📌 [Giảm giá] Mặt tiền Mai Chí Thọ - Chính chủ (miễn trung gian),"15,2 tỷ","60,80 triệu/m²",250 m²,,Mặt bằng kinh doanh,,"Đường Mai Chí Thọ, Phường Phú Thứ, Quận Cái Răng, Cần Thơ",,,Đang chờ sổ,,,,Nội thất cao cấp,Đông Nam,,,,,,,,
"BÁN KHÁCH SẠN 6 TẦNG 120M2 MẶT TIỀN KHUÔNG VIỆT, TÂN PHÚ – CHỈ 23 TỶ",23 tỷ,"191,67 triệu/m²",120 m²,,Mặt bằng kinh doanh,,"Đường Khuông Việt, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
"BÁN KHÁCH SẠN 5 TẦNG MẶT TIỀN QUANG TRUNG, GÒ VẤP – GIÁ CHỈ 20 TỶ",20 tỷ,"215,05 triệu/m²",93 m²,,Mặt bằng kinh doanh,,"Đường Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
BÁN NHÀ VƯỜN ( 1.300m2 ) NH Hỗ TRỢ VAY BANK,"5,5 tỷ","4,23 triệu/m²",1300 m²,,Mặt bằng kinh doanh,,"Đường Trần Đại Nghĩa, Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Bán xưởng mặt tiền đường tô ngọc vân phường thạnh xuân quân 12,70 tỷ,"49,93 triệu/m²",1402 m²,,Mặt bằng kinh doanh,,"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",,,Đã có sổ,,,,Hoàn thiện cơ bản,,,,,,,,,
Bán diện tích nhà xưởng+ đất 4000m2.Có đầy đủ giấy phép.Sx đa nghề,"23,9 tỷ","6,10 triệu/m²",3920 m²,,Mặt bằng kinh doanh,,"Ngã 4 bà TRI ,TÂN HIỆP ,TÂN UYÊN, Phường Tân Hiệp, Thị xã Tân Uyên, Bình Dương",,,Đã có sổ,,,,,,,,,,,,,
BÁN TÒA NHÀ VĂN PHÒNG TẠI TRUNG TÂM TÀI CHÍNH THƯƠNG MẠI QUẬN 1,209 tỷ,"1,66 tỷ/m²",125.6 m²,,Văn phòng,,"Đường Tôn Ðức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Bán nhiều Kho Xưởng lớn nhỏ các Quận Huyện trong Tphcm,85 tỷ,"27,42 triệu/m²",3100 m²,,Mặt bằng kinh doanh,,"Đường Quốc lộ 1, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất cao cấp,,,,,,,,,
